risk_cid,bfamily_id,n_paths_r2c,interv_cid,n_paths_c2i,n_triplet_paths,risk_name,chain_name,interv_name
10,129,19,32,104,19,Existential catastrophe from misaligned AI,,Attainable Utility Preservation reward penalty
35,257,19,8,30,19,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
16,390,19,1,21,19,Insufficient AI safety research capacity,,Continuous anomaly monitoring and safety tripwires
35,361,20,6,19,19,Advanced AI value misalignment risk,,PGD Adversarial Training for Robust Fine-Tuning
0,6,19,5,74,19,Out-of-distribution generalization failure,Adversarial robustness through PGD training,Pre-deployment adversarial red-teaming and robustness testing
38,158,19,4,78,19,Catastrophic AGI Misalignment Risk,,Pre-deployment safety gates and controlled release
18,1,18,8,1372,18,Catastrophic Superintelligent AI Misalignment,Funding and consensus-building for AI safety capacity,Expand AI Safety Research Funding and Capacity
34,456,18,8,18,18,Instrumental power-seeking by advanced AI agents,,Expand AI Safety Research Funding and Capacity
6,3,18,5,300,18,Reward Misspecification and Reward Hacking,Robust reward learning and specification gaming,Pre-deployment adversarial red-teaming and robustness testing
6,3,18,19,600,18,Reward Misspecification and Reward Hacking,Robust reward learning and specification gaming,Demonstration-Based Policy Pretraining
16,105,18,8,135,18,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
7,33,18,35,274,18,Human extinction from misaligned superintelligent AI,Human feedback reward modeling for alignment,Human-preference reward model fine-tuning
16,248,18,8,36,18,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
6,299,18,24,30,18,Reward Misspecification and Reward Hacking,,RLHF fine-tuning for aligned language models
12,84,18,32,160,18,Catastrophic risks from misaligned advanced AI,,Attainable Utility Preservation reward penalty
16,422,18,4,19,18,Insufficient AI safety research capacity,,Pre-deployment safety gates and controlled release
38,12,18,8,429,18,Catastrophic AGI Misalignment Risk,Building AI safety capacity through funded training,Expand AI Safety Research Funding and Capacity
7,234,18,5,39,18,Human extinction from misaligned superintelligent AI,,Pre-deployment adversarial red-teaming and robustness testing
25,14,18,8,399,18,Misaligned Superintelligent AI Existential Risk,Capacity-building through funded safety talent and oversight,Expand AI Safety Research Funding and Capacity
18,10,18,8,517,18,Catastrophic Superintelligent AI Misalignment,Funding-driven growth of AI safety research capacity,Expand AI Safety Research Funding and Capacity
2,330,18,24,27,18,AI arms race causing unsafe deployment,,RLHF fine-tuning for aligned language models
16,212,18,35,21,18,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
10,76,18,8,168,18,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
18,55,18,35,70,18,Catastrophic Superintelligent AI Misalignment,,Human-preference reward model fine-tuning
18,55,18,18,141,18,Catastrophic Superintelligent AI Misalignment,,Critique-guided fine-tuning and human feedback
10,334,18,1,26,18,Existential catastrophe from misaligned AI,,Continuous anomaly monitoring and safety tripwires
35,385,18,8,22,18,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
18,244,18,35,36,18,Catastrophic Superintelligent AI Misalignment,,Human-preference reward model fine-tuning
1,25,18,39,325,18,Malicious misuse of frontier AI for large-scale harm,Compute supply chain controls for AI governance,Export controls on advanced AI hardware
7,327,18,8,27,18,Human extinction from misaligned superintelligent AI,,Expand AI Safety Research Funding and Capacity
12,46,18,5,67,18,Catastrophic risks from misaligned advanced AI,,Pre-deployment adversarial red-teaming and robustness testing
12,46,18,6,163,18,Catastrophic risks from misaligned advanced AI,,PGD Adversarial Training for Robust Fine-Tuning
18,1,18,11,277,18,Catastrophic Superintelligent AI Misalignment,Funding and consensus-building for AI safety capacity,Public AI risk outreach and educational dissemination
14,455,18,8,18,18,Unsafe AI Decisions in High-Stakes Settings,,Expand AI Safety Research Funding and Capacity
16,212,18,8,27,18,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
10,229,18,35,39,18,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
25,55,18,18,141,18,Misaligned Superintelligent AI Existential Risk,,Critique-guided fine-tuning and human feedback
25,55,18,35,70,18,Misaligned Superintelligent AI Existential Risk,,Human-preference reward model fine-tuning
25,97,18,1,146,18,Misaligned Superintelligent AI Existential Risk,,Continuous anomaly monitoring and safety tripwires
16,204,49,35,17,17,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
28,140,17,8,84,17,Algorithmic discrimination in high-stakes decisions,,Expand AI Safety Research Funding and Capacity
16,434,17,24,18,17,Insufficient AI safety research capacity,,RLHF fine-tuning for aligned language models
6,273,17,35,33,17,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
25,46,17,5,67,17,Misaligned Superintelligent AI Existential Risk,,Pre-deployment adversarial red-teaming and robustness testing
25,46,17,6,163,17,Misaligned Superintelligent AI Existential Risk,,PGD Adversarial Training for Robust Fine-Tuning
18,192,17,15,58,17,Catastrophic Superintelligent AI Misalignment,,Pre-deployment mechanistic interpretability audits
10,147,17,8,86,17,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
2,474,17,8,17,17,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
18,193,17,8,58,17,Catastrophic Superintelligent AI Misalignment,,Expand AI Safety Research Funding and Capacity
21,395,17,8,21,17,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
21,46,17,5,67,17,Catastrophic AI misalignment and loss of control,,Pre-deployment adversarial red-teaming and robustness testing
21,46,17,6,163,17,Catastrophic AI misalignment and loss of control,,PGD Adversarial Training for Robust Fine-Tuning
7,218,17,8,44,17,Human extinction from misaligned superintelligent AI,,Expand AI Safety Research Funding and Capacity
7,80,17,35,165,17,Human extinction from misaligned superintelligent AI,,Human-preference reward model fine-tuning
6,449,17,24,18,17,Reward Misspecification and Reward Hacking,,RLHF fine-tuning for aligned language models
19,109,17,8,122,17,Misaligned AI takeover and human disempowerment,,Expand AI Safety Research Funding and Capacity
25,88,17,24,157,17,Misaligned Superintelligent AI Existential Risk,,RLHF fine-tuning for aligned language models
16,433,17,38,18,17,Insufficient AI safety research capacity,,Incentivized AI forecasting and prediction systems
26,42,17,5,248,17,Misaligned AGI existential catastrophe,,Pre-deployment adversarial red-teaming and robustness testing
12,25,17,39,325,17,Catastrophic risks from misaligned advanced AI,Compute supply chain controls for AI governance,Export controls on advanced AI hardware
12,394,17,5,21,17,Catastrophic risks from misaligned advanced AI,,Pre-deployment adversarial red-teaming and robustness testing
10,101,17,35,129,17,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
6,212,17,35,21,17,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
6,212,17,8,27,17,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
26,39,17,8,263,17,Misaligned AGI existential catastrophe,Risk forecasting drives elite cost-benefit action,Expand AI Safety Research Funding and Capacity
16,205,46,5,17,17,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
16,409,17,17,20,17,Insufficient AI safety research capacity,,Runtime control and coordination modules
19,300,16,8,28,16,Misaligned AI takeover and human disempowerment,,Expand AI Safety Research Funding and Capacity
1,453,16,6,16,16,Malicious misuse of frontier AI for large-scale harm,,PGD Adversarial Training for Robust Fine-Tuning
6,517,16,8,16,16,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
10,196,27,5,16,16,Existential catastrophe from misaligned AI,,Pre-deployment adversarial red-teaming and robustness testing
6,55,16,18,141,16,Reward Misspecification and Reward Hacking,,Critique-guided fine-tuning and human feedback
16,195,16,8,56,16,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
1,6,16,5,74,16,Malicious misuse of frontier AI for large-scale harm,Adversarial robustness through PGD training,Pre-deployment adversarial red-teaming and robustness testing
1,6,16,6,662,16,Malicious misuse of frontier AI for large-scale harm,Adversarial robustness through PGD training,PGD Adversarial Training for Robust Fine-Tuning
38,196,21,5,16,16,Catastrophic AGI Misalignment Risk,,Pre-deployment adversarial red-teaming and robustness testing
18,191,16,5,58,16,Catastrophic Superintelligent AI Misalignment,,Pre-deployment adversarial red-teaming and robustness testing
22,519,16,8,16,16,Deceptive and Harmful Language Model Outputs,,Expand AI Safety Research Funding and Capacity
22,524,16,8,16,16,Deceptive and Harmful Language Model Outputs,,Expand AI Safety Research Funding and Capacity
25,224,16,8,42,16,Misaligned Superintelligent AI Existential Risk,,Expand AI Safety Research Funding and Capacity
2,321,16,4,28,16,AI arms race causing unsafe deployment,,Pre-deployment safety gates and controlled release
16,476,16,17,16,16,Insufficient AI safety research capacity,,Runtime control and coordination modules
26,47,16,32,228,16,Misaligned AGI existential catastrophe,,Attainable Utility Preservation reward penalty
16,144,16,8,90,16,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
16,478,16,10,16,16,Insufficient AI safety research capacity,,Governed AI oversight and compliance regimes
35,370,16,35,23,16,Advanced AI value misalignment risk,,Human-preference reward model fine-tuning
16,460,16,8,17,16,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
16,459,16,15,17,16,Insufficient AI safety research capacity,,Pre-deployment mechanistic interpretability audits
20,382,16,24,22,16,Deceptive alignment and hidden objectives,,RLHF fine-tuning for aligned language models
38,15,16,39,394,16,Catastrophic AGI Misalignment Risk,Compute chokepoints enabling scalable governance,Export controls on advanced AI hardware
4,415,16,26,20,16,Unsafe and Sample-Inefficient RL Exploration,,Reward-guided RL fine-tuning with safety constraints
25,35,16,24,271,16,Misaligned Superintelligent AI Existential Risk,Human-feedback reward modeling for alignment,RLHF fine-tuning for aligned language models
6,55,16,35,70,16,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
25,83,16,15,162,16,Misaligned Superintelligent AI Existential Risk,,Pre-deployment mechanistic interpretability audits
16,477,16,5,16,16,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
18,145,16,5,89,16,Catastrophic Superintelligent AI Misalignment,,Pre-deployment adversarial red-teaming and robustness testing
17,46,16,5,67,16,Adversarial Image Classification Misclassification,,Pre-deployment adversarial red-teaming and robustness testing
3,507,16,8,16,16,Opaque Transformer Reasoning Undermines Safety Oversight,,Expand AI Safety Research Funding and Capacity
